ID,FHL_DICT_Numeric,FHL_DICT_Unicode,Hanzi,Tai-gi,Hakfa-exp,Hua-gi,Eng-gi
19860,tok-tok,tok-tok,愣愣,,,,
19861,ton-e2,ton-é,段仔,,,,
19862,ton-chiin5,ton-chṳ̂n,斷真,,,,
19863,ton-on,ton-on,斷案,,,,
19864,ton-thin,ton-thin,斷定,,,,
19865,ton,ton,斷,,,,
19866,tong-tong,tong-tong,噹噹,,,,
19867,tong,tong,當,,,,
19868,tong,tong,擋,,,,
19869,tot-hi,tot-hi,咄去,,,,
19870,tot-loi3,tot-lòi,咄來,,,,
19871,tot-ma,tot-ma,咄罵,,,,
19872,tot-tot,tot-tot,咄咄,,,,
19873,tot,tot,咄,,,,
19874,tu,tu,佇,,,,
19875,tui-cho2,tui-chó,對早,,,,
19876,tui-chun2,tui-chún,對準,,,,
19877,tui-cheu,tui-cheu,對照,,,,
19878,tui-chhiet,tui-chhiet,對切,,,,
19879,tui-chhong,tui-chhong,對唱,,,,
19880,tui-chhiin,tui-chhṳn,對陣,,,,
19881,tui-choi,tui-choi,對喙,,,,
19882,tui-chiit,tui-chṳt,對質,,,,
19883,tui-fa,tui-fa,對話,,,,
19884,tui-fu,tui-fu,對付,,,,
19885,tui-fong5,tui-fông,對方,,,,
19886,tui-khong,tui-khong,對抗,,,,
19887,tui-lo2,tui-ló,對老,,,,
19888,tui-lip8,tui-li̍p,對立,,,,
19889,tui-mien,tui-mien,對面,,,,
19890,tui-mun,tui-mun,對問,,,,
19891,tui-nai,tui-nai,對nai,,,,
19892,tui-ngan,tui-ngan,對岸,,,,
19893,tui-ngin3,tui-ngìn,對人,,,,
19894,tui-nam3,tui-nàm,對南,,,,
19895,tui-pet,tui-pet,對北,,,,
19896,tui-phai3,tui-phài,對排,,,,
19897,tui-put-hi2,tui-put-hí,對不起,,,,
19898,tui-si2,tui-sí,對死,,,,
19899,tui-su2,tui-sú,對手,,,,
19900,tui-se,tui-se,對歲,,,,
19901,tui-siong,tui-siong,對象,,,,
19902,tui-si5,tui-sî,對西,,,,
19903,tui-sim5,tui-sîm,對心,,,,
19904,tui-ta2,tui-tá,對打,,,,
19905,tui-tang2,tui-táng,對頂,,,,
19906,tui-ten2,tui-tén,對著,,,,
19907,tui-thit8,tui-thi̍t,對敵,,,,
19908,tui-thai,tui-thai,對待,,,,
19909,tui-thien5,tui-thiên,對天,,,,
19910,tui-theu3,tui-thèu,對頭,,,,
19911,tui-tui,tui-tui,對對,,,,
19912,tui-tung5,tui-tûng,對東,,,,
19913,tui-von,tui-von,對換,,,,
19914,tui-m3-hi2,tui-m̀-hí,對毋起,,,,
19915,tui,tui,對,,,,
19916,tuk-chhiuk,tuk-chhiuk,督促,,,,
19917,tuk-chit,tuk-chit,督責,,,,
19918,tuk-ku5,tuk-kû,啄跍,,,,
19919,tuk-muk-soi,tuk-muk-soi,啄目睡,,,,
19920,tuk-thon5,tuk-thôn,啄斷,,,,
19921,tuk-to,tuk-to,涿到,,,,
19922,tuk,tuk,啄,,,,
19923,tun-ho2,tun-hó,頓好,,,,
19924,tun-ten2,tun-tén,頓著,,,,
19925,tun,tun,頓,,,,
19926,tung-liong3,tung-liòng,棟樑,,,,
19927,tung,tung,凍,,,,
19928,tut-to2,tut-tó,突到,,,,
19929,tut,tut,突,,,,
19930,tai5-mi3,tâi-mì,低微,,,,
19931,tai5-ngien3,tâi-ngièn,低原,,,,
19932,tai5-sang5,tâi-sâng,低聲,,,,
19933,tai5-thi,tâi-thi,低地,,,,
19934,tai5-theu3,tâi-thèu,低頭,,,,
19935,tai5-vi,tâi-vi,低位,,,,
19936,tai5-vo5-thi,tâi-vô-thi,低窩地,,,,
19937,tai5-vo5,tâi-vô,低窩,,,,
19938,tai5-yim5,tâi-yîm,低音,,,,
19939,tai5,tâi,低,,,,
19940,tam5-e2,tâm-é,擔仔,,,,
19941,tam5-fu,tâm-fu,擔負,,,,
19942,tam5-ngang,tâm-ngang,擔硬,,,,
19943,tam5-ngim,tâm-ngim,擔任,,,,
19944,tam5-po2,tâm-pó,擔保,,,,
19945,tam5-sim5,tâm-sîm,擔心,,,,
19946,tam5-to2,tâm-tó,擔到,,,,
19947,tam5-theu3,tâm-thèu,擔頭,,,,
19948,tam5-tong5,tâm-tông,擔當,,,,
19949,tam5-yu3,tâm-yù,擔憂,,,,
19950,tam5,tâm,擔,,,,
19951,tam5,tâm,探,,,,
19952,tam5-liau2,tâm-liáu,tam5了,,,,
19953,tam5,tâm,tam5,,,,
19954,tan5-chhiang,tân-chhiang,單淨,,,,
19955,tan5-fong5-mien,tân-fông-mien,單方面,,,,
19956,tan5-kho,tân-kho,單靠,,,,
19957,tan5-su2,tân-sú,單手,,,,
19958,tan5-siin5,tân-sṳ̂n,單身,,,,
19959,tan5-sa3,tân-sà,單儕,,,,
19960,tan5-sun3,tân-sùn,單純,,,,
19961,tan5-thuk8,tân-thu̍k,單獨,,,,
19962,tan5-tan5,tân-tân,單單,,,,
19963,tan5-ten5-chii2,tân-tên-chṳ́,單丁子,,,,
19964,tan5-vi,tân-vi,單位,,,,
19965,tan5,tân,單,,,,
19966,tang5-e2,tâng-é,釘仔,,,,
19967,tang5-chiak,tâng-chiak,釘跡,,,,
19968,tang5-ho2,tâng-hó,釘好,,,,
19969,tang5-het8,tâng-he̍t,釘住,,,,
19970,tang5-ha5,tâng-hâ,釘下,,,,
19971,tang5-ngip8,tâng-ngi̍p,釘入,,,,
19972,tang5-si2,tâng-sí,釘死,,,,
19973,tang5-to,tâng-to,釘到,,,,
19974,tang5-tang5,tâng-tâng,盯盯,,,,
19975,tang5,tâng,釘,,,,
19976,ten5-chan2,tên-chán,燈盞,,,,
19977,ten5-chho,tên-chho,燈座,,,,
19978,ten5-fo2,tên-fó,燈火,,,,
19979,ten5-fa5,tên-fâ,燈花,,,,
19980,ten5-ki,tên-ki,登記,,,,
19981,ten5-ki5,tên-kî,登基,,,,
19982,ten5-kong5,tên-kông,燈光,,,,
19983,ten5-lung3,tên-lùng,燈籠,,,,
19984,ten5-phan3,tên-phàn,燈盤,,,,
19985,ten5-sim5-chho2,tên-sîm-chhó,燈心草,,,,
19986,ten5-sim5-chien2,tên-sîm-chién,燈心剪,,,,
19987,ten5-sim5-kon2,tên-sîm-kón,燈心管,,,,
19988,ten5-sim5,tên-sîm,燈心,,,,
19989,ten5-thoi3,tên-thòi,燈臺,,,,
19990,ten5-tui,tên-tui,登對,,,,
19991,ten5-yu3,tên-yù,燈油,,,,
19992,ten5,tên,燈,,,,
19993,ten5,tên,登,,,,
19994,teu5-e2,têu-é,兜仔,,,,
19995,teu5-chiu2,têu-chiú,teu5酒,,,,
19996,teu5-hi2,têu-hí,teu5起,,,,
19997,teu5-hi,têu-hi,teu5去,,,,
19998,teu5-pun5,têu-pûn,teu5給,,,,
19999,teu5-sui2,têu-súi,teu5水,,,,
20000,teu5-ten2,têu-tén,teu5著,,,,
20001,teu5-to,têu-to,teu5到,,,,
20002,teu5,têu,兜,,,,
20003,teu5,têu,teu5,,,,
20004,ti5-chhui,tî-chhui,知罪,,,,
20005,ti5-chiuk,tî-chiuk,知足,,,,
20006,ti5-chok,tî-chok,底作,,,,
20007,ti5-ki2,tî-kí,知己,,,,
20008,ti5-poi,tî-poi,底背,,,,
20009,ti5-si2,tî-sí,知死,,,,
20010,ti5-to2,tî-tó,知到,,,,
20011,ti5-tu2,tî-tú,底肚,,,,
20012,ti5-tet,tî-tet,知得,,,,
20013,ti5-tu5,tî-tû,蜘蛛,,,,
20014,ti5,tî,知,,,,
20015,tin5-hi,tîn-hi,繞°去,,,,
20016,tin5-ko,tîn-ko,繞°過,,,,
20017,tin5-loi3,tîn-lòi,繞°來,,,,
20018,tin5-ten2,tîn-tén,繞°著,,,,
20019,tin5-to,tîn-to,繞°到,,,,
20020,tin5,tîn,繞°,,,,
20021,to5-e2,tô-é,刀仔,,,,
20022,to5-chii2,tô-chṳ́,多子,,,,
20023,to5-chung2,tô-chúng,多種,,,,
20024,to5-chhiong5,tô-chhiông,刀槍,,,,
20025,to5-chhut,tô-chhut,多出,,,,
20026,to5-choi,tô-choi,多喙,,,,
20027,to5-chai5,tô-châi,多災,,,,
20028,to5-fu,tô-fu,多付,,,,
20029,to5-fung5,tô-fûng,多峰,,,,
20030,to5-ha,tô-ha,刀下,,,,
20031,to5-kong2,tô-kóng,多講,,,,
20032,to5-kiam,tô-kiam,刀劍,,,,
20033,to5-kiet,tô-kiet,多結,,,,
20034,to5-kiok,tô-kiok,多腳,,,,
20035,to5-ko,tô-ko,多過,,,,
20036,to5-koet,tô-koet,多國,,,,
20037,to5-kong5,tô-kông,刀光,,,,
20038,to5-liang5,tô-liâng,多嶺,,,,
20039,to5-lui,tô-lui,多類,,,,
20040,to5-nan,tô-nan,多難,,,,
20041,to5-ngien3,tô-ngièn,多年,,,,
20042,to5-ngien3,tô-ngièn,多言,,,,
20043,to5-ngiu3,tô-ngiù,多牛,,,,
20044,to5-ngi5,tô-ngî,多語,,,,
20045,to5-na5,tô-nâ,多拿,,,,
20046,to5-pai2,tô-pái,多擺,,,,
20047,to5-pien,tô-pien,多變,,,,
20048,to5-pun5,tô-pûn,多給,,,,
20049,to5-san2,tô-sán,多產,,,,
20050,to5-seu2-e3,tô-séu-è,多少仔,,,,
20051,to5-seu2,tô-séu,多少,,,,
20052,to5-se,tô-se,多歲,,,,
20053,to5-seu,tô-seu,刀鞘,,,,
20054,to5-song,tô-song,刀上,,,,
20055,to5-su,tô-su,多數,,,,
20056,to5-sun5,tô-sûn,多孫,,,,
20057,to5-thiau3,tô-thiàu,多條,,,,
20058,to5-to,tô-to,多到,,,,
20059,to5-to5,tô-tô,多多,,,,
20060,to5-ton5,tô-tôn,多端,,,,
20061,to5-yong3,tô-yòng,多羊,,,,
20062,to5,tô,多,,,,
20063,to5-song5,tô-sông,刀傷,,,,
20064,to5,tô,刀,,,,
20065,toi5-chheu3,tôi-chhèu,堆柴,,,,
20066,toi5-chit,tôi-chit,堆積,,,,
20067,toi5-cho,tôi-cho,堆做,,,,
20068,toi5-kuk,tôi-kuk,堆榖,,,,
20069,toi5-man5,tôi-mân,堆滿,,,,
20070,toi5-si2,tôi-sí,跢死,,,,
20071,toi5-san5,tôi-sân,堆山,,,,
20072,toi5-ten2,tôi-tén,堆著,,,,
20073,toi5-to2,tôi-tó,跢倒,,,,
20074,toi5-to,tôi-to,堆到,,,,
20075,toi5,tôi,堆,,,,
20076,ton5-chang,tôn-chang,端正,,,,
20077,ton5-chong5,tôn-chông,端莊,,,,
20078,ton5,tôn,端,,,,
20079,tong5-at,tông-at,當閼,,,,
20080,tong5-cham2,tông-chám,當嶄,,,,
20081,tong5-cho2,tông-chó,當早,,,,
20082,tong5-chap,tông-chap,當紮,,,,
20083,tong5-chham2,tông-chhám,當慘,,,,
20084,tong5-chhok8,tông-chho̍k,當著,,,,
20085,tong5-chhok8,tông-chho̍k,當chhok8,,,,
20086,tong5-chhai,tông-chhai,當在,,,,
20087,tong5-chheu,tông-chheu,當瘦,,,,
20088,tong5-chhiong,tông-chhiong,當像,,,,
20089,tong5-chhu,tông-chhu,當臭,,,,
20090,tong5-chha5,tông-chhâ,當差,,,,
20091,tong5-chhiim5,tông-chhṳ̂m,當深,,,,
20092,tong5-chhu5,tông-chhû,當初,,,,
20093,tong5-chhung5,tông-chhûng,當重,,,,
20094,tong5-chhan3,tông-chhàn,當殘,,,,
20095,tong5-chhim3,tông-chhìm,當尋,,,,
20096,tong5-chhong3,tông-chhòng,當場,,,,
20097,tong5-chhong3,tông-chhòng,當長,,,,
20098,tong5-chiam5,tông-chiâm,當尖,,,,
20099,tong5-chiang5,tông-chiâng,當靚,,,,
20100,tong5-cho,tông-cho,當做,,,,
20101,tong5-chiin,tông-chṳn,當政,,,,
20102,tong5-chiit,tông-chṳt,當值,,,,
20103,tong5-chiit,tông-chṳt,當職,,,,
20104,tong5-chu-theu3,tông-chu-thèu,當晝頭,,,,
20105,tong5-chu,tông-chu,當晝,,,,
20106,tong5-chui,tông-chui,當醉,,,,
20107,tong5-chung,tông-chung,當眾,,,,
20108,tong5-chau5,tông-châu,當燥,,,,
20109,tong5-chung5,tông-chûng,當中,,,,
20110,tong5-fai2,tông-fái,當壞,,,,
20111,tong5-fu2,tông-fú,當苦,,,,
20112,tong5-fat,tông-fat,當闊,,,,
20113,tong5-fan3,tông-fàn,當煩,,,,
20114,tong5-ho2,tông-hó,當好,,,,
20115,tong5-hap8,tông-ha̍p,當狹,,,,
20116,tong5-het8,tông-he̍t,當住,,,,
20117,tong5-ha,tông-ha,當下,,,,
20118,tong5-hau,tông-hau,當好,,,,
20119,tong5-hiong2,tông-hióng,當響,,,,
20120,tong5-hien,tông-hien,當獻,,,,
20121,tong5-hiong5,tông-hiông,當香,,,,
20122,tong5-hiung5,tông-hiûng,當兇,,,,
20123,tong5-hot,tông-hot,當渴,,,,
20124,tong5-hin5,tông-hîn,當興,,,,
20125,tong5-hon5,tông-hôn,當旱,,,,
20126,tong5-ham3,tông-hàm,當鹹,,,,
20127,tong5-hang3,tông-hàng,當行,,,,
20128,tong5-kong2,tông-kóng,當講,,,,
20129,tong5-ku2,tông-kú,當古,,,,
20130,tong5-khoi2,tông-khói,當慨,,,,
20131,tong5-khu2,tông-khú,當苦,,,,
20132,tong5-khien2,tông-khién,當譴,,,,
20133,tong5-khiuk8,tông-khiu̍k,當局,,,,
20134,tong5-khiam,tông-khiam,當欠,,,,
20135,tong5-khien,tông-khien,當健,,,,
20136,tong5-khioi,tông-khioi,當khioi,,,,
20137,tong5-khiun5,tông-khiûn,當近,,,,
20138,tong5-khien3,tông-khièn,當權,,,,
20139,tong5-khiong3,tông-khiòng,當強,,,,
20140,tong5-khon,tông-khon,當看,,,,
20141,tong5-khong3,tông-khòng,當狂,,,,
20142,tong5-kiu2,tông-kiú,當久,,,,
20143,tong5-kiak,tông-kiak,當遽,,,,
20144,tong5-kiet,tông-kiet,當結,,,,
20145,tong5-kip,tông-kip,當急,,,,
20146,tong5-kiang5,tông-kiâng,當驚,,,,
20147,tong5-kim5,tông-kîm,當金,,,,
20148,tong5-ko5,tông-kô,當高,,,,
20149,tong5-lo2,tông-ló,當老,,,,
20150,tong5-lat,tông-lat,當爁,,,,
20151,tong5-li,tông-li,當利,,,,
20152,tong5-lon,tông-lon,當亂,,,,
20153,tong5-man,tông-man,當慢,,,,
20154,tong5-mien,tông-mien,當面,,,,
20155,tong5-man5,tông-mân,當滿,,,,
20156,tong5-mang5,tông-mâng,當猛,,,,
20157,tong5-mo3,tông-mò,當無,,,,
20158,tong5-ngang,tông-ngang,當硬,,,,
20159,tong5-ngiok8,tông-ngio̍k,當弱,,,,
20160,tong5-ngit,tông-ngit,當日,,,,
20161,tong5-ngion5,tông-ngiôn,當軟,,,,
20162,tong5-ngiam3,tông-ngiàm,當嚴,,,,
20163,tong5-ngien3,tông-ngièn,當年,,,,
20164,tong5-ngong,tông-ngong,當戇,,,,
20165,tong5-nau5,tông-nâu,當惱,,,,
20166,tong5-nan3,tông-nàn,當難,,,,
20167,tong5-oi,tông-oi,當愛,,,,
20168,tong5-ok,tông-ok,當惡,,,,
20169,tong5-pau2,tông-páu,當飽,,,,
20170,tong5-phak8,tông-pha̍k,當白,,,,
20171,tong5-phi3,tông-phì,當肥,,,,
20172,tong5-pot,tông-pot,當發,,,,
20173,tong5-pan5,tông-pân,當班,,,,
20174,tong5-pin5,tông-pîn,當兵,,,,
20175,tong5-suk8,tông-su̍k,當熟,,,,
20176,tong5-se,tông-se,當細,,,,
20177,tong5-siong2,tông-sióng,當想,,,,
20178,tong5-siak,tông-siak,當惜,,,,
20179,tong5-siuk,tông-siuk,當熟,,,,
20180,tong5-su,tông-su,當受,,,,
20181,tong5-seu5,tông-sêu,當燒,,,,
20182,tong5-seu3,tông-sèu,當愁,,,,
20183,tong5-sii3,tông-sṳ̀,當時,,,,
20184,tong5-sun3,tông-sùn,當馴,,,,
20185,tong5-ton2,tông-tón,當短,,,,
20186,tong5-tet,tông-tet,當得,,,,
20187,tong5-thuk8,tông-thu̍k,當毒,,,,
20188,tong5-thai,tông-thai,當大,,,,
20189,tong5-thiam2,tông-thiám,當痶,,,,
20190,tong5-thi,tông-thi,當地,,,,
20191,tong5-thiam3,tông-thiàm,當甜,,,,
20192,tong5-thung,tông-thung,當痛,,,,
20193,tong5-tiam5,tông-tiâm,當恬,,,,
20194,tong5-ti5,tông-tî,當知,,,,
20195,tong5-to5,tông-tô,當多,,,,
20196,tong5-voi,tông-voi,當會,,,,
20197,tong5-vong,tông-vong,當旺,,,,
20198,tong5-yen2,tông-yén,當遠,,,,
20199,tong5-yung2,tông-yúng,當勇,,,,
20200,tong5-yu,tông-yu,當幼,,,,
20201,tong5-yau5,tông-yâu,當枵,,,,
20202,tong5-yeu5,tông-yêu,當枵,,,,
20203,tong5-yu5,tông-yû,當有,,,,
20204,tong5-yen3,tông-yèn,當然,,,,
20205,tong5,tông,當,,,,
20206,tu5-he,tû-he,都係,,,,
20207,tu5-mo3,tû-mò,都無,,,,
20208,tu5-nen3,tû-nèn,都能,,,,
20209,tu5-oi,tû-oi,都愛,,,,
20210,tu5-sii,tû-sṳ,都市,,,,
20211,tu5-ti5,tû-tî,都知,,,,
20212,tu5-voi,tû-voi,都會,,,,
20213,tu5-yu5,tû-yû,都有,,,,
20214,tu5,tû,都,,,,
20215,tui5-kon2,tûi-kón,追趕,,,,
20216,tui5-kit,tûi-kit,追搫,,,,
20217,tui5-ko,tûi-ko,追過,,,,
20218,tui5-loi3,tûi-lòi,追來,,,,
20219,tui5-sat,tûi-sat,追殺,,,,
20220,tui5-suk,tûi-suk,追溯,,,,
20221,tui5-ta2,tûi-tá,追打,,,,
20222,tui5-ten2,tûi-tén,追著,,,,
20223,tui5-to2,tûi-tó,追到,,,,
20224,tui5-to,tûi-to,追到,,,,
20225,tui5,tûi,追,,,,
20226,tun5-chhin5,tûn-chhîn,敦親,,,,
20227,tung5-chhiong3,tûng-chhiòng,東牆,,,,
20228,tung5-fong5,tûng-fông,東方,,,,
20229,tung5-fung5,tûng-fûng,東風,,,,
20230,tung5-ha,tûng-ha,冬夏,,,,
20231,tung5-k-on,tûng-k-on,東看,,,,
20232,tung5-kiung5,tûng-kiûng,東宮,,,,
20233,tung5-kiung5,tûng-kiûng,冬宮,,,,
20234,tung5-mun3,tûng-mùn,東門,,,,
20235,tung5-ngan,tûng-ngan,東岸,,,,
20236,tung5-nam3,tûng-nàm,東南,,,,
20237,tung5-pet-fung5,tûng-pet-fûng,東北風,,,,
20238,tung5-pet,tûng-pet,東北,,,,
20239,tung5-phien2,tûng-phién,東片,,,,
20240,tung5-phu,tûng-phu,東部,,,,
20241,tung5-pien5,tûng-piên,東邊,,,,
20242,tung5-si5,tûng-sî,東西,,,,
20243,tung5-thien5,tûng-thiên,冬天,,,,
20244,tung5-to,tûng-to,東到,,,,
20245,tung5-yen,tûng-yen,東院,,,,
20246,tung5-ong5,tûng-ông,中央,,,,
20247,tung5,tûng,東,,,,
20248,tung5,tûng,冬,,,,
20249,ten3-ten3,tèn-tèn,嶝嶝,,,,
20250,tu3-chai,tù-chai,堵債,,,,
20251,tu3-chhang,tù-chhang,堵撐,,,,
20252,tu3-chhong,tù-chhong,堵撞,,,,
20253,tu3-set,tù-set,堵塞,,,,
20254,tu3-ten2,tù-tén,堵著,,,,
20255,tu3-to2,tù-tó,堵到,,,,
20256,tu3-thien5,tù-thiên,堵天,,,,
20257,tu3-to,tù-to,堵到,,,,
20258,tu3,tù,堵,,,,
20259,tu3-to2,tù-tó,抵到,,,,
20260,va2-chhiong3,vá-chhiòng,倚牆,,,,
20261,va2-khiun,vá-khiun,倚近,,,,
20262,va2-kho,vá-kho,倚靠,,,,
20263,va2-piak,vá-piak,倚壁,,,,
20264,va2,vá,倚,,,,
20265,van2-fi3,ván-fì,挽回,,,,
20266,van2-theu,ván-theu,碗豆,,,,
20267,vi2-pin5-yang3,ví-pîn-yàng,衛兵營,,,,
20268,vi2-pin5,ví-pîn,衛兵,,,,
20269,vi2-thai,ví-thai,偉大,,,,
20270,von2-hin3,vón-hìn,碗型,,,,
20271,von2-kung5,vón-kûng,碗公,,,,
20272,von2-phan3,vón-phàn,碗盤,,,,
20273,von2-tu2,vón-tú,碗肚,,,,
20274,von2,vón,碗,,,,
20275,vong2-yen3,vóng-yèn,枉然,,,,
20276,vu2-chong5,vú-chông,武裝,,,,
20277,vu2-hi,vú-hi,武器,,,,
20278,vu2-lit8,vú-li̍t,武力,,,,
20279,vu2-man,vú-man,侮慢,,,,
20280,vu2-tun,vú-tun,武頓,,,,
20281,vu2-yuk8,vú-yu̍k,侮辱,,,,
20282,vu2,vú,舞,,,,
20283,vun2-chhung,vún-chhung,穩重,,,,
20284,vun2-ku,vún-ku,穩固,,,,
20285,vun2-si2,vún-sí,穩死,,,,
20286,vun2-thin,vún-thin,穩定,,,,
20287,vun2-tong,vún-tong,穩當,,,,
20288,vun2-vun2,vún-vún,穩穩,,,,
20289,vun2-yang3,vún-yàng,穩贏,,,,
20290,vun2,vún,穩,,,,
20291,vak8-chhut,va̍k-chhut,畫出,,,,
20292,vak8-cho,va̍k-cho,畫做,,,,
20293,vak8-fu3,va̍k-fù,畫符,,,,
20294,vak8-ho2,va̍k-hó,畫好,,,,
20295,vak8-kiok,va̍k-kiok,畫腳,,,,
20296,vak8-man5,va̍k-mân,畫滿,,,,
20297,vak8-mi3,va̍k-mì,畫眉,,,,
20298,vak8-thin,va̍k-thin,劃定,,,,
20299,vak8,va̍k,畫,,,,
20300,vat8-mu3,va̍t-mù,畫模,,,,
20301,vat8-to2,va̍t-tó,滑到,,,,
20302,vat8-vat8,va̍t-va̍t,滑滑,,,,
20303,vat8,va̍t,滑,,,,
20304,vok8-e2,vo̍k-é,鑊仔,,,,
20305,vok8-chhan2,vo̍k-chhán,鑊鏟,,,,
20306,vok8-tu2,vo̍k-tú,鑊肚,,,,
20307,vok8-theu3,vo̍k-thèu,鑊頭,,,,
20308,vut8-chu2,vu̍t-chú,物主,,,,
20309,vut8-chiin,vu̍t-chṳn,物證,,,,
20310,vut8-chiit,vu̍t-chṳt,物質,,,,
20311,vut8-phin2,vu̍t-phín,物品,,,,
20312,vut8-san2,vu̍t-sán,物產,,,,
20313,vut8-von,vu̍t-von,物換,,,,
20314,vut8,vu̍t,物,,,,
20315,van-chii2,van-chṳ́,萬紫,,,,
20316,van-chu2-ke-chu2,van-chú-ke-chú,萬主ke主,,,,
20317,van-chu2,van-chú,萬主,,,,
20318,van-chak,van-chak,萬隻,,,,
20319,van-chhuk8,van-chhu̍k,萬族,,,,
20320,van-chhien5,van-chhiên,萬千,,,,
20321,van-chhui,van-chhui,萬罪,,,,
20322,van-fuk,van-fuk,萬福,,,,
20323,van-fun,van-fun,萬份,,,,
20324,van-fong5,van-fông,萬方,,,,
20325,van-hong,van-hong,萬項,,,,
20326,van-ku2,van-kú,萬古,,,,
20327,van-ke,van-ke,萬個,,,,
20328,van-kiun5,van-kiûn,萬軍,,,,
20329,van-koet,van-koet,萬國,,,,
20330,van-kon,van-kon,萬貫,,,,
20331,van-kim5,van-kîm,萬金,,,,
20332,van-lai,van-lai,萬賴,,,,
20333,van-liang5,van-liâng,萬嶺,,,,
20334,van-liong5,van-liông,萬兩,,,,
20335,van-lui,van-lui,萬類,,,,
20336,van-miang3,van-miàng,萬名,,,,
20337,van-ma5,van-mâ,萬馬,,,,
20338,van-min3,van-mìn,萬民,,,,
20339,van-ngien3,van-ngièn,萬年,,,,
20340,van-ngin3,van-ngìn,萬人,,,,
20341,van-nen3,van-nèn,萬能,,,,
20342,van-ok,van-ok,萬惡,,,,
20343,van-pak-siang,van-pak-siang,萬百姓,,,,
20344,van-pan5,van-pân,萬般,,,,
20345,van-pang5,van-pâng,萬邦,,,,
20346,van-siong,van-siong,萬象,,,,
20347,van-soi,van-soi,萬歲,,,,
20348,van-sii,van-sṳ,萬事,,,,
20349,van-sii,van-sṳ,萬世,,,,
20350,van-siin,van-sṳn,萬聖,,,,
20351,van-siin3,van-sṳ̀n,萬神,,,,
20352,van-thoi,van-thoi,萬代,,,,
20353,van-vut8,van-vu̍t,萬物,,,,
20354,van-van-ngien3,van-van-ngièn,萬萬年,,,,
20355,van-van,van-van,萬萬,,,,
20356,van-vong3-ke-vong3,van-vòng-ke-vòng,萬王ke王,,,,
20357,van-vong3,van-vòng,萬王,,,,
20358,van-yit,van-yit,萬一,,,,
20359,van-yu5,van-yû,萬有,,,,
20360,van,van,萬,,,,
20361,vang-hi,vang-hi,橫去,,,,
20362,vang-ha5,vang-hâ,橫下,,,,
20363,vang-kong5,vang-kông,橫綱,,,,
20364,vang-kong3,vang-kòng,橫笐,,,,
20365,vang-lok8,vang-lo̍k,橫落,,,,
20366,vang-loi3,vang-lòi,橫來,,,,
20367,vang-si2,vang-sí,橫死,,,,
20368,vang-ten2,vang-tén,橫著,,,,
20369,vang-to2,vang-tó,橫倒,,,,
20370,vang-thet,vang-thet,橫掉,,,,
20371,vang-thoi,vang-thoi,橫袋,,,,
20372,vang-to,vang-to,橫到,,,,
20373,vang-vang,vang-vang,橫橫,,,,
20374,vang,vang,橫,,,,
20375,vat-chon2,vat-chón,斡轉,,,,
20376,vat-theu3,vat-thèu,斡頭,,,,
20377,vat-to,vat-to,斡到,,,,
20378,vat-vat,vat-vat,斡斡,,,,
20379,vat,vat,斡,,,,
20380,ve-chung2,ve-chúng,委種,,,,
20381,ve-foi5,ve-fôi,委灰,,,,
20382,ve-khoi5,ve-khôi,委開,,,,
20383,ve-lok8,ve-lo̍k,委落,,,,
20384,ve-miong2,ve-mióng,委網,,,,
20385,ve-ngip8,ve-ngi̍p,委入,,,,
20386,ve-nai3,ve-nài,委泥,,,,
20387,ve-se,ve-se,噦嘶,,,,
20388,ve-thi,ve-thi,噦地,,,,
20389,ve-thien5,ve-thiên,噦天,,,,
20390,ve-to,ve-to,委到,,,,
20391,ve-teu5,ve-têu,委兜,,,,
20392,ve-ve,ve-ve,噦噦,,,,
20393,ve-yong5,ve-yông,委秧,,,,
20394,ve-yam3,ve-yàm,委鹽,,,,
20395,ve,ve,委,,,,
20396,vi-e2,vi-é,位仔,,,,
20397,vi-chhok8,vi-chho̍k,為著,,,,
20398,vi-fun5-chhi5,vi-fûn-chhî,未婚妻,,,,
20399,vi-fun5-fu5,vi-fûn-fû,未婚夫,,,,
20400,vi-khieu2,vi-khiéu,胃口,,,,
20401,vi-ko,vi-ko,餵過,,,,
20402,vi-koi5,vi-kôi,畏頦,,,,
20403,vi-lo2,vi-ló,未老,,,,
20404,vi-liau2,vi-liáu,為了,,,,
20405,vi-loi3,vi-lòi,未來,,,,
20406,vi-mien5,vi-miên,未免,,,,
20407,vi-nen,vi-nen,餵乳,,,,
20408,vi-ngin3,vi-ngìn,為人,,,,
20409,vi-oi,vi-oi,為愛,,,,
20410,vi-so2,vi-só,位所,,,,
20411,vi-to2,vi-tó,為到,,,,
20412,vi-teu5,vi-têu,餵兜,,,,
20413,vi-yong5,vi-yông,餵養,,,,
20414,vi-on5-fu,vi-ôn-fu,慰安婦,,,,
20415,vi,vi,為,,,,
20416,vi,vi,位,,,,
20417,vi-pau2,vi-páu,餵飽,,,,
20418,vi,vi,餵,,,,
20419,voi-am,voi-am,會暗,,,,
20420,voi-cheu2,voi-chéu,會走,,,,
20421,voi-chun2,voi-chún,會准,,,,
20422,voi-chho,voi-chho,會造,,,,
20423,voi-cho,voi-cho,會做,,,,
20424,voi-fai2,voi-fái,會壞,,,,
20425,voi-ho2,voi-hó,會好,,,,
20426,voi-ham,voi-ham,會喊,,,,
20427,voi-hen,voi-hen,會恨,,,,
