ID,FHL_DICT_Numeric,FHL_DICT_Unicode,Hanzi,Tai-gi,Hakfa-exp,Hua-gi,Eng-gi
9951,kiap8-kiap8,kia̍p-kia̍p,夾夾,,,,
9952,kiap8-ten2,kia̍p-tén,夾著,,,,
9953,kiap8-to2,kia̍p-tó,夾到,,,,
9954,kiap8-to,kia̍p-to,挾到,,,,
9955,kiap8,kia̍p,挾,,,,
9956,kiep8-hi,kie̍p-hi,激去,,,,
9957,kiep8-loi3,kie̍p-lòi,激來,,,,
9958,kiep8-sui2,kie̍p-súi,激水,,,,
9959,kiep8-ten2,kie̍p-tén,激著,,,,
9960,kiep8-to2,kie̍p-tó,激到,,,,
9961,kiep8-to,kie̍p-to,激到,,,,
9962,kiep8-to,kie̍p-to,激到,,,,
9963,kiep8,kie̍p,激,,,,
9964,ki-e2,ki-é,鋸仔,,,,
9965,ki-chai,ki-chai,記載,,,,
9966,ki-fa,ki-fa,句話,,,,
9967,ki-het8,ki-he̍t,記住,,,,
9968,ki-ho,ki-ho,記號,,,,
9969,ki-ha5,ki-hâ,記下,,,,
9970,ki-hin3,ki-hìn,鋸形,,,,
9971,ki-ki,ki-ki,句句,,,,
9972,ki-ki5,ki-kî,寄居,,,,
9973,ki-liuk8-phu5,ki-liu̍k-phû,記錄簿,,,,
9974,ki-liuk8,ki-liu̍k,記錄,,,,
9975,ki-liu3,ki-liù,寄留,,,,
9976,ki-ngiam-chhak,ki-ngiam-chhak,紀念冊,,,,
9977,ki-ngiam-phin3,ki-ngiam-phìn,紀念品,,,,
9978,ki-ngiam-pi5,ki-ngiam-pî,紀念碑,,,,
9979,ki-ngiam,ki-ngiam,紀念,,,,
9980,ki-ngin3,ki-ngìn,巨人,,,,
9981,ki-sii2,ki-sṳ́,鋸屎,,,,
9982,ki-siuk8,ki-siu̍k,繼續,,,,
9983,ki-sin,ki-sin,寄信,,,,
9984,ki-sii,ki-sṳ,記事,,,,
9985,ki-siin3-ngin3,ki-sṳ̀n-ngìn,繼承人,,,,
9986,ki-siin3,ki-sṳ̀n,繼承,,,,
9987,ki-ten2,ki-tén,記著,,,,
9988,ki-tet,ki-tet,記得,,,,
9989,ki-thet,ki-thet,鋸掉,,,,
9990,ki-thon5,ki-thôn,鋸斷,,,,
9991,ki-yen3,ki-yèn,既然,,,,
9992,ki,ki,寄,,,,
9993,ki,ki,句,,,,
9994,ki,ki,記,,,,
9995,kia-tang2,kia-táng,崎頂,,,,
9996,kiak-kiak,kiak-kiak,遽遽,,,,
9997,kiak-to,kiak-to,遽到,,,,
9998,kiak,kiak,遽,,,,
9999,kiam-chhong3,kiam-chhòng,劍場,,,,
10000,kiam-mi5,kiam-mî,劍尾,,,,
10001,kiam-theu3,kiam-thèu,劍頭,,,,
10002,kiam-yang2,kiam-yáng,劍影,,,,
10003,kiam,kiam,劍,,,,
10004,kiang-e2,kiang-é,鏡仔,,,,
10005,kiap-heu,kiap-heu,劫後,,,,
10006,kiap,kiap,劫,,,,
10007,kie-chhoi-chii2,kie-chhoi-chṳ́,芥菜子,,,,
10008,kie-chhoi,kie-chhoi,芥菜,,,,
10009,kie-han,kie-han,界限,,,,
10010,kie-kau,kie-kau,計較,,,,
10011,kie-min-chung5,kie-min-chûng,誡命中,,,,
10012,kie-min,kie-min,誡命,,,,
10013,kie-meu3,kie-mèu,計謀,,,,
10014,kie-seu-sin,kie-seu-sin,介紹信,,,,
10015,kie-seu,kie-seu,介紹,,,,
10016,kie-sien,kie-sien,界線,,,,
10017,kie-son,kie-son,計算,,,,
10018,kie-vak8,kie-va̍k,計劃,,,,
10019,kie,kie,誡,,,,
10020,kien-chho,kien-chho,建造,,,,
10021,kien-chhung5,kien-chhûng,更重,,,,
10022,kien-chiin,kien-chṳn,見證,,,,
10023,kien-chuk,kien-chuk,建築,,,,
10024,kien-ho2,kien-hó,更好,,,,
10025,kien-kie2,kien-kié,見解,,,,
10026,kien-ko,kien-ko,見過,,,,
10027,kien-koai,kien-koai,見怪,,,,
10028,kien-koet,kien-koet,建國,,,,
10029,kien-ka5,kien-kâ,更加,,,,
10030,kien-ko5,kien-kô,更高,,,,
10031,kien-kong5,kien-kông,見光,,,,
10032,kien-lip8,kien-li̍p,建立,,,,
10033,kien-mien-li5,kien-mien-lî,見面禮,,,,
10034,kien-mien,kien-mien,見面,,,,
10035,kien-ngi,kien-ngi,建議,,,,
10036,kien-pun2,kien-pún,見本,,,,
10037,kien-sat,kien-sat,建設,,,,
10038,kien-seu,kien-seu,見笑,,,,
10039,kien-siit,kien-sṳt,見識,,,,
10040,kien-sin5,kien-sîn,更新,,,,
10041,kien-tai2,kien-tái,見底,,,,
10042,kien-to2,kien-tó,見到,,,,
10043,kien-thai,kien-thai,更大,,,,
10044,kien-thet,kien-thet,見掉,,,,
10045,kien-thien,kien-thien,建殿,,,,
10046,kien-to5,kien-tô,更多,,,,
10047,kien-vong3,kien-vòng,見王,,,,
10048,kien-yu5,kien-yû,更有,,,,
10049,kien,kien,見,,,,
10050,kien,kien,更,,,,
10051,kien,kien,建,,,,
10052,kiet-chii2,kiet-chṳ́,結子,,,,
10053,kiet-chhiang-li5,kiet-chhiang-lî,潔淨禮,,,,
10054,kiet-chhiang,kiet-chhiang,潔淨,,,,
10055,kiet-chhui,kiet-chhui,結隊,,,,
10056,kiet-chhut,kiet-chhut,結出,,,,
10057,kiet-chhin5,kiet-chhîn,結親,,,,
10058,kiet-chhai3,kiet-chhài,決裁,,,,
10059,kiet-chhu3,kiet-chhù,革除,,,,
10060,kiet-cho,kiet-cho,結做,,,,
10061,kiet-chii,kiet-chṳ,決志,,,,
10062,kiet-chin5,kiet-chîn,結晶,,,,
10063,kiet-fap,kiet-fap,結髮,,,,
10064,kiet-fun5,kiet-fûn,結婚,,,,
10065,kiet-ho2,kiet-hó,結好,,,,
10066,kiet-hap8,kiet-ha̍p,結合,,,,
10067,kiet-ko2,kiet-kó,結果,,,,
10068,kiet-khit8,kiet-khi̍t,結矻,,,,
10069,kiet-khiuk8,kiet-khiu̍k,結局,,,,
10070,kiet-kiet,kiet-kiet,結結,,,,
10071,kiet-ko-fun5,kiet-ko-fûn,結過婚,,,,
10072,kiet-kau5,kiet-kâu,結交,,,,
10073,kiet-lip8,kiet-li̍p,結立,,,,
10074,kiet-lat,kiet-lat,結痢,,,,
10075,kiet-lien3,kiet-lièn,結連,,,,
10076,kiet-lun,kiet-lun,結論,,,,
10077,kiet-min,kiet-min,革命,,,,
10078,kiet-man5,kiet-mân,結滿,,,,
10079,kiet-mi5,kiet-mî,結尾,,,,
10080,kiet-men3,kiet-mèn,結盟,,,,
10081,kiet-ngien3,kiet-ngièn,格言,,,,
10082,kiet-ngoi,kiet-ngoi,格外,,,,
10083,kiet-ngi5,kiet-ngî,結語,,,,
10084,kiet-on,kiet-on,結案,,,,
10085,kiet-pai,kiet-pai,結拜,,,,
10086,kiet-phak8,kiet-pha̍k,潔白,,,,
10087,kiet-pen5,kiet-pên,結冰,,,,
10088,kiet-sat8,kiet-sa̍t,結舌,,,,
10089,kiet-siit8,kiet-sṳ̍t,結實,,,,
10090,kiet-suk,kiet-suk,結束,,,,
10091,kiet-sim5,kiet-sîm,決心,,,,
10092,kiet-siin3,kiet-sṳ̀n,結成,,,,
10093,kiet-ten2,kiet-tén,結著,,,,
10094,kiet-tong2,kiet-tóng,結黨,,,,
10095,kiet-thin,kiet-thin,決定,,,,
10096,kiet-theu3,kiet-thèu,結頭,,,,
10097,kiet-thon3,kiet-thòn,結團,,,,
10098,kiet-to,kiet-to,結到,,,,
10099,kiet-ton,kiet-ton,決斷,,,,
10100,kiet-tung,kiet-tung,結凍,,,,
10101,kiet-yi,kiet-yi,決意,,,,
10102,kiet-yok,kiet-yok,結約,,,,
10103,kiet,kiet,結,,,,
10104,kiet,kiet,傑,,,,
10105,kieu-chii5,kieu-chṳ̂,噭吱,,,,
10106,kieu-kong2,kieu-kóng,噭講,,,,
10107,kieu-sang5,kieu-sâng,噭聲,,,,
10108,kieu-ten2,kieu-tén,噭著,,,,
10109,kieu-to,kieu-to,噭到,,,,
10110,kieu,kieu,噭,,,,
10111,kim-chii2,kim-chṳ́,禁止,,,,
10112,kim-chii2,kim-chṳ́,禁指,,,,
10113,kim-khi,kim-khi,禁忌,,,,
10114,kim-kie,kim-kie,禁戒,,,,
10115,kim-lin,kim-lin,禁令,,,,
10116,kim-ngip8,kim-ngi̍p,禁入,,,,
10117,kim-siit8,kim-sṳ̍t,禁食,,,,
10118,kim-vi2-chhui,kim-ví-chhui,禁衛隊,,,,
10119,kim,kim,禁,,,,
10120,kin-chhung,kin-chhung,敬重,,,,
10121,kin-chiu2,kin-chiú,敬酒,,,,
10122,kin-chen5,kin-chên,競爭,,,,
10123,kin-chun5,kin-chûn,敬尊,,,,
10124,kin-fuk8,kin-fu̍k,敬服,,,,
10125,kin-fung,kin-fung,敬奉,,,,
10126,kin-khien3,kin-khièn,敬虔,,,,
10127,kin-kie,kin-kie,境界,,,,
10128,kin-kin,kin-kin,敬敬,,,,
10129,kin-lo2,kin-ló,敬老,,,,
10130,kin-ngoi,kin-ngoi,境外,,,,
10131,kin-nui,kin-nui,境內,,,,
10132,kin-oi,kin-oi,敬愛,,,,
10133,kin-pai,kin-pai,敬拜,,,,
10134,kin-siin3,kin-sṳ̀n,敬神,,,,
10135,kin-thang5,kin-thâng,敬聽,,,,
10136,kin-vi,kin-vi,敬畏,,,,
10137,kin-yi,kin-yi,敬意,,,,
10138,kin-yen3,kin-yèn,竟然,,,,
10139,kin,kin,敬,,,,
10140,kiok-ak,kiok-ak,腳扼,,,,
10141,kiok-chong2,kiok-chóng,腳掌,,,,
10142,kiok-chii2-kap,kiok-chṳ́-kap,腳指甲,,,,
10143,kiok-chii2-kung5,kiok-chṳ́-kûng,腳指公,,,,
10144,kiok-chii2,kiok-chṳ́,腳趾,,,,
10145,kiok-chhien3,kiok-chhièn,腳前,,,,
10146,kiok-chiak,kiok-chiak,腳跡,,,,
10147,kiok-chang5-kut,kiok-châng-kut,腳chang5骨,,,,
10148,kiok-chang5,kiok-châng,腳chang5,,,,
10149,kiok-chun5,kiok-chûn,腳顫,,,,
10150,kiok-hong,kiok-hong,腳項,,,,
10151,kiok-ha5,kiok-hâ,腳下,,,,
10152,kiok-kin5,kiok-kîn,腳筋,,,,
10153,kiok-lien,kiok-lien,腳鍊,,,,
10154,kiok-liau3,kiok-liàu,腳鐐,,,,
10155,kiok-lai3,kiok-lài,腳低,,,,
10156,kiok-muk,kiok-muk,腳目,,,,
10157,kiok-mo5,kiok-mô,腳毛,,,,
10158,kiok-ngion5,kiok-ngiôn,腳軟,,,,
10159,kiok-pi2,kiok-pí,腳髀,,,,
10160,kiok-phiang,kiok-phiang,腳病,,,,
10161,kiok-phu,kiok-phu,腳步,,,,
10162,kiok-phan3,kiok-phàn,腳盤,,,,
10163,kiok-phun3,kiok-phùn,腳盆,,,,
10164,kiok-sak8,kiok-sa̍k,腳石,,,,
10165,kiok-song,kiok-song,腳上,,,,
10166,kiok-sii,kiok-sṳ,腳數,,,,
10167,kiok-sun3,kiok-sùn,腳sun3,,,,
10168,kiok-tai2,kiok-tái,腳底,,,,
10169,kiok-tang2,kiok-táng,腳頂,,,,
10170,kiok-ten,kiok-ten,腳凳,,,,
10171,kiok-thap8-e2,kiok-tha̍p-é,腳踏仔,,,,
10172,kiok-thap8,kiok-tha̍p,腳踏,,,,
10173,kiok-thai3,kiok-thài,腳蹄,,,,
10174,kiok-theu3,kiok-thèu,钁頭,,,,
10175,kiok-yin,kiok-yin,腳印,,,,
10176,kiok,kiok,腳,,,,
10177,kip-chhau,kip-chhau,急躁,,,,
10178,kip-kip,kip-kip,急急,,,,
10179,kip-liu3,kip-liù,急流,,,,
10180,kip-long,kip-long,急浪,,,,
10181,kip-nan,kip-nan,急難,,,,
10182,kip,kip,急,,,,
10183,kit-chin-tong2,kit-chin-tóng,激進黨,,,,
10184,kit-chung5,kit-chûng,髻鬃,,,,
10185,kit-fat,kit-fat,激發,,,,
10186,kit-hi2,kit-hí,激起,,,,
10187,kit-liet8,kit-lie̍t,激烈,,,,
10188,kit-li,kit-li,激勵,,,,
10189,kit-li,kit-li,吉利,,,,
10190,kit-nu,kit-nu,激怒,,,,
10191,kit-sat,kit-sat,擊殺,,,,
10192,kit-ta2,kit-tá,擊打,,,,
10193,kit-thung,kit-thung,激動,,,,
10194,kit,kit,激,,,,
10195,kiu-cheu2,kiu-chéu,救走,,,,
10196,kiu-chon2,kiu-chón,救轉,,,,
10197,kiu-chu2,kiu-chú,救主,,,,
10198,kiu-chhu,kiu-chhu,救助,,,,
10199,kiu-chhut,kiu-chhut,救出,,,,
10200,kiu-chi,kiu-chi,救濟,,,,
10201,kiu-chii,kiu-chṳ,救治,,,,
10202,kiu-chiin,kiu-chṳn,糾正,,,,
10203,kiu-fun,kiu-fun,糾紛,,,,
10204,kiu-ko,kiu-ko,救過,,,,
10205,kiu-liau2,kiu-liáu,救了,,,,
10206,kiu-lin3,kiu-lìn,救靈,,,,
10207,kiu-miang,kiu-miang,救命,,,,
10208,kiu-ngin3,kiu-ngìn,救人,,,,
10209,kiu-suk8,kiu-su̍k,救贖,,,,
10210,kiu-sii,kiu-sṳ,救世,,,,
10211,kiu-sang5,kiu-sâng,救生,,,,
10212,kiu-sen5-thin3,kiu-sên-thìn,救生艇,,,,
10213,kiu-sen5,kiu-sên,救星,,,,
10214,kiu-to2,kiu-tó,救到,,,,
10215,kiu-vong3,kiu-vòng,救王,,,,
10216,kiu-yen3,kiu-yèn,救援,,,,
10217,kiu-en5,kiu-ên,救恩,,,,
10218,kiu,kiu,救,,,,
10219,kiuk-cheu2,kiuk-chéu,kiuk走,,,,
10220,kiuk-chon2,kiuk-chón,kiuk轉,,,,
10221,kiuk-chhut,kiuk-chhut,kiuk出,,,,
10222,kiuk-chha5,kiuk-chhâ,kiuk車,,,,
10223,kiuk-chiu2-chhii3,kiuk-chiú-chhṳ̀,趜酒池,,,,
10224,kiuk-chiu2,kiuk-chiú,趜酒,,,,
10225,kiuk-hi,kiuk-hi,kiuk去,,,,
10226,kiuk-kui2,kiuk-kúi,kiuk鬼,,,,
10227,kiuk-li3,kiuk-lì,kiuk離,,,,
10228,kiuk-loi3,kiuk-lòi,kiuk來,,,,
10229,kiuk-ngip8,kiuk-ngi̍p,kiuk入,,,,
10230,kiuk-ngiu3,kiuk-ngiù,kiuk牛,,,,
10231,kiuk-san,kiuk-san,kiuk散,,,,
10232,kiuk-ten2,kiuk-tén,kiuk著,,,,
10233,kiuk-to2,kiuk-tó,kiuk到,,,,
10234,kiuk-to,kiuk-to,kiuk到,,,,
10235,kiuk,kiuk,kiuk,,,,
10236,kiuk-to,kiuk-to,焗到,,,,
10237,kiuk,kiuk,焗,,,,
10238,kiung-chii2,kiung-chṳ́,kiung子,,,,
10239,kiung-chhut,kiung-chhut,kiung出,,,,
10240,kiung-ha5,kiung-hâ,kiung下,,,,
10241,kiung-ko,kiung-ko,kiung過,,,,
10242,kiung-ka5,kiung-kâ,kiung加,,,,
10243,kiung-to2,kiung-tó,kiung到,,,,
10244,kiung-to5,kiung-tô,kiung多,,,,
10245,kiung-yu5,kiung-yû,kiung有##,,,,
10246,kiung,kiung,kiung,,,,
10247,kia5-chi2,kiâ-chí,厥姐,,,,
10248,kia5-ko5,kiâ-kô,厥哥,,,,
10249,kia5-ku5,kiâ-kû,厥姑,,,,
10250,kia5-kung5,kiâ-kûng,厥公,,,,
10251,kia5-me5,kiâ-mê,厥姆,,,,
10252,kia5-pho3,kiâ-phò,厥婆,,,,
10253,kia5-pa5,kiâ-pâ,厥爸,,,,
10254,kia5-so2,kiâ-só,厥嫂,,,,
10255,kia5-su2,kiâ-sú,厥手,,,,
10256,kia5-suk,kiâ-suk,厥叔,,,,
10257,kia5-thai,kiâ-thai,厥太,,,,
10258,kia5,kiâ,厥,,,,
10259,kiam5-kiam5,kiâm-kiâm,兼兼,,,,
10260,kiam5-phi,kiâm-phi,兼備,,,,
10261,kiam5-ten2,kiâm-tén,兼著,,,,
10262,kiam5,kiâm,兼,,,,
10263,kiang5-fong3,kiâng-fòng,驚惶,,,,
10264,kiang5-hak,kiâng-hak,驚嚇,,,,
10265,kiang5-hiam2,kiâng-hiám,驚險,,,,
10266,kiang5-kiang5,kiâng-kiâng,驚驚,,,,
10267,kiang5-ko5-chiin,kiâng-kô-chṳn,驚高症,,,,
10268,kiang5-ngin3,kiâng-ngìn,驚人,,,,
10269,kiang5-pha,kiâng-pha,驚怕,,,,
10270,kiang5-si2,kiâng-sí,驚死,,,,
10271,kiang5-siang2,kiâng-siáng,驚醒,,,,
10272,kiang5-sim5,kiâng-sîm,驚心,,,,
10273,kiang5-to2,kiâng-tó,驚到,,,,
10274,kiang5-thung,kiâng-thung,驚動,,,,
10275,kiang5-thung5,kiâng-thûng,驚動,,,,
10276,kiang5-to,kiâng-to,驚到,,,,
10277,kiang5,kiâng,驚,,,,
10278,kiau5-mien-phun3,kiâu-mien-phùn,攪麵盆,,,,
10279,kiau5-mien,kiâu-mien,攪麵,,,,
10280,kiau5-nai3,kiâu-nài,攪泥,,,,
10281,kiau5-thung5,kiâu-thûng,攪動,,,,
10282,kiau5-vun3,kiâu-vùn,攪汶,,,,
10283,kiau5-yam3,kiâu-yàm,攪鹽,,,,
10284,kiau5-yu3,kiâu-yù,攪油,,,,
10285,kiau5,kiâu,攪,,,,
10286,kie5-e2,kiê-é,雞仔,,,,
10287,kie5-chii2,kiê-chṳ́,雞子,,,,
10288,kie5-chhen3,kiê-chhèn,階層,,,,
10289,kie5-ho2,kiê-hó,繫好,,,,
10290,kie5-hong,kiê-hong,街項,,,,
10291,kie5-hong,kiê-hong,街巷,,,,
10292,kie5-hen3,kiê-hèn,繫hen3,,,,
10293,kie5-koi5,kiê-kôi,雞頦,,,,
10294,kie5-kung5,kiê-kûng,雞公,,,,
10295,kie5-lon2,kiê-lón,雞卵,,,,
10296,kie5-lu,kiê-lu,街路,,,,
10297,kie5-ma3,kiê-mà,雞ma3,,,,
10298,kie5-sii,kiê-sṳ,街市,,,,
10299,kie5-ten2,kiê-tén,繫著,,,,
10300,kie5-tu2,kiê-tú,街肚,,,,
10301,kie5-theu3,kiê-thèu,街頭,,,,
10302,kie5-ton,kiê-ton,階段,,,,
10303,kie5-yeu5,kiê-yêu,繫腰,,,,
10304,kie5,kiê,街,,,,
10305,kie5,kiê,繫,,,,
10306,kien5-chai2,kiên-chái,奸仔,,,,
10307,kien5-cha,kiên-cha,奸詐,,,,
10308,kien5-chhiung3,kiên-chhiùng,跟從,,,,
10309,kien5-chhut,kiên-chhut,捐出,,,,
10310,kien5-chhii3,kiên-chhṳ̀,堅持,,,,
10311,kien5-fu5,kiên-fû,姦夫,,,,
10312,kien5-fong3,kiên-fòng,間房,,,,
10313,kien5-hien,kiên-hien,捐獻,,,,
10314,kien5-koi2,kiên-kói,更改,,,,
10315,kien5-khu2,kiên-khú,艱苦,,,,
10316,kien5-khiong3,kiên-khiòng,堅強,,,,
10317,kien5-khoan2,kiên-khóan,捐款,,,,
10318,kien5-ku-sang3,kiên-ku-sàng,堅固城,,,,
10319,kien5-ku,kiên-ku,堅固,,,,
10320,kien5-lip8,kiên-li̍p,堅立,,,,
10321,kien5-ngang,kiên-ngang,堅硬,,,,
10322,kien5-ngiun5,kiên-ngiûn,堅忍,,,,
10323,kien5-nan3,kiên-nàn,艱難,,,,
10324,kien5-su2,kiên-sú,堅守,,,,
10325,kien5-sin,kiên-sin,堅信,,,,
10326,kien5-sim5,kiên-sîm,堅心,,,,
10327,kien5-sin5,kiên-sîn,更新,,,,
10328,kien5-siin3,kiên-sṳ̀n,奸臣,,,,
10329,kien5-sui3,kiên-sùi,跟隨,,,,
10330,kien5-tang2,kiên-táng,肩頂,,,,
10331,kien5-tu2,kiên-tú,間肚,,,,
10332,kien5-tai,kiên-tai,肩帶,,,,
10333,kien5-thin,kiên-thin,堅定,,,,
10334,kien5-theu3-tang2,kiên-thèu-táng,肩頭頂,,,,
10335,kien5-theu3,kiên-thèu,肩頭,,,,
10336,kien5-yim3,kiên-yìm,姦淫,,,,
10337,kien5,kiên,間,,,,
10338,kien5,kiên,捐,,,,
10339,kien5,kiên,堅,,,,
10340,kieu5-e2,kiêu-é,鉤仔,,,,
10341,kieu5-cheu2,kiêu-chéu,鉤走,,,,
10342,kieu5-het8,kiêu-he̍t,鉤住,,,,
10343,kieu5-kiet,kiêu-kiet,勾結,,,,
10344,kieu5-ngau,kiêu-ngau,驕傲,,,,
10345,kieu5-ngin3,kiêu-ngìn,鉤人,,,,
10346,kieu5-nun,kiêu-nun,嬌嫩,,,,
10347,kieu5-ten2,kiêu-tén,鉤著,,,,
10348,kieu5-to2,kiêu-tó,鉤到,,,,
10349,kieu5-thung5,kiêu-thûng,溝通,,,,
10350,kieu5,kiêu,鉤,,,,
10351,kieu5-e2,kiêu-é,溝仔,,,,
10352,kiu5-ngip8,kiû-ngi̍p,勼入,,,,
10353,kiu5-su2,kiû-sú,勼手,,,,
10354,kiu5-song5,kiû-sông,勼上,,,,
10355,kiu5-thet,kiû-thet,勼掉,,,,
10356,kiu5-teu5,kiû-têu,勼兜,,,,
10357,kiu5,kiû,勼,,,,
10358,kiun5-chong2,kiûn-chóng,軍長,,,,
10359,kiun5-chii2,kiûn-chṳ́,君子,,,,
10360,kiun5-chu2,kiûn-chú,君主,,,,
10361,kiun5-chhui,kiûn-chhui,軍隊,,,,
10362,kiun5-chong5,kiûn-chông,軍裝,,,,
10363,kiun5-fong5,kiûn-fông,軍方,,,,
10364,kiun5-khien3,kiûn-khièn,軍權,,,,
10365,kiun5-khu,kiûn-khu,軍庫,,,,
10366,kiun5-khi3,kiûn-khì,軍旗,,,,
10367,kiun5-kon5,kiûn-kôn,軍官,,,,
10368,kiun5-lit8,kiûn-li̍t,軍力,,,,
10369,kiun5-liong3,kiûn-liòng,軍糧,,,,
10370,kiun5-ma5,kiûn-mâ,軍馬,,,,
10371,kiun5-min3,kiûn-mìn,軍民,,,,
10372,kiun5-ngin3,kiûn-ngìn,軍人,,,,
10373,kiun5-phi,kiûn-phi,軍備,,,,
10374,kiun5-pin5,kiûn-pîn,軍兵,,,,
10375,kiun5-sii,kiûn-sṳ,軍事,,,,
10376,kiun5-sii5,kiûn-sṳ̂,軍師,,,,
10377,kiun5-vong3,kiûn-vòng,君王,,,,
10378,kiun5-yang3,kiûn-yàng,軍營,,,,
10379,kiun5,kiûn,軍,,,,
10380,kiung5-ng2,kiûng-ńg,宮女,,,,
10381,kiung5-chhong5,kiûng-chhông,穹蒼,,,,
10382,kiung5-chien-su2,kiûng-chien-sú,弓箭手,,,,
10383,kiung5-chien,kiûng-chien,弓箭,,,,
10384,kiung5-chok,kiûng-chok,供桌,,,,
10385,kiung5-chiit,kiûng-chṳt,供職,,,,
10386,kiung5-chung5,kiûng-chûng,宮中,,,,
10387,kiung5-hi2,kiûng-hí,恭喜,,,,
10388,kiung5-hiong5,kiûng-hiông,供香,,,,
10389,kiung5-kin,kiûng-kin,恭敬,,,,
10390,kiung5-kip,kiûng-kip,供給,,,,
10391,kiung5-kiung5,kiûng-kiûng,恭恭,,,,
10392,kiung5-meu,kiûng-meu,宮廟,,,,
10393,kiung5-mun3,kiûng-mùn,宮門,,,,
10394,kiung5-nui,kiûng-nui,宮內,,,,
10395,kiung5-piang2,kiûng-piáng,供餅,,,,
10396,kiung5-su2,kiûng-sú,恭守,,,,
10397,kiung5-tu2,kiûng-tú,宮肚,,,,
10398,kiung5-thien,kiûng-thien,宮殿,,,,
10399,kiung5-thin3,kiûng-thìn,宮廷,,,,
10400,kiung5-thoi3,kiûng-thòi,供臺,,,,
10401,kiung5-vut8,kiûng-vu̍t,供物,,,,
10402,kiung5-yin,kiûng-yin,供應,,,,
10403,kiung5-yong5,kiûng-yông,供養,,,,
10404,kiung5,kiûng,弓,,,,
10405,kiung5,kiûng,虹,,,,
10406,koa2-fu,kóa-fu,寡婦,,,,
10407,koai2-e2,kóai-é,蛙仔,,,,
10408,koai2-cheu2,kóai-chéu,拐走,,,,
10409,koai2-kun-e2,kóai-kun-é,拐棍仔,,,,
10410,koai2-ngip8,kóai-ngi̍p,拐入,,,,
10411,koai2-ngin3,kóai-ngìn,拐人,,,,
10412,koai2-phien,kóai-phien,拐騙,,,,
10413,koai2-tai,kóai-tai,拐帶,,,,
10414,koai2,kóai,拐,,,,
10415,koet8-koet8,ko̍et-ko̍et,膕膕,,,,
10416,ko-chai,ko-chai,過再,,,,
10417,ko-chho,ko-chho,過錯,,,,
10418,ko-chhong,ko-chhong,告狀,,,,
10419,ko-chiet,ko-chiet,過節,,,,
10420,ko-chu,ko-chu,過晝,,,,
10421,ko-fam,ko-fam,過犯,,,,
10422,ko-fun,ko-fun,過份,,,,
10423,ko-fong3,ko-fòng,過房,,,,
10424,ko-hoi2,ko-hói,過海,,,,
10425,ko-heu,ko-heu,過後,,,,
10426,ko-hi,ko-hi,過去,,,,
10427,ko-ho3,ko-hò,過河,,,,
10428,ko-kong2,ko-kóng,過講,,,,
10429,ko-kha,ko-kha,過較,,,,
10430,ko-kin,ko-kin,過境,,,,
10431,ko-kie5,ko-kiê,過街,,,,
10432,ko-liau2,ko-liáu,過了,,,,
10433,ko-liong,ko-liong,過量,,,,
10434,ko-liang5,ko-liâng,過嶺,,,,
10435,ko-lu-hak,ko-lu-hak,過路客,,,,
10436,ko-lu,ko-lu,過路,,,,
10437,ko-lo3,ko-lò,過勞,,,,
10438,ko-loi3,ko-lòi,過來,,,,
10439,ko-ngit,ko-ngit,過日,,,,
10440,ko-ngin3,ko-ngìn,告人,,,,
10441,ko-phak8,ko-pha̍k,告白,,,,
10442,ko-phet8,ko-phe̍t,告別,,,,
10443,ko-sii,ko-sṳ,過世,,,,
10444,ko-siit,ko-sṳt,過失,,,,
10445,ko-su,ko-su,告訴,,,,
10446,ko-siin5,ko-sṳ̂n,過身,,,,
10447,ko-ten2,ko-tén,過著,,,,
10448,ko-tet,ko-tet,過得,,,,
10449,ko-thet,ko-thet,過掉,,,,
10450,ko-thin,ko-thin,過定,,,,
10451,ko-thu,ko-thu,過度,,,,
10452,ko-theu3,ko-thèu,過頭,,,,
10453,ko-to,ko-to,告到,,,,
10454,ko-to5,ko-tô,過多,,,,
10455,ko-tung5,ko-tûng,過冬,,,,
10456,ko-ya,ko-ya,過夜,,,,
10457,ko-yi,ko-yi,過意,,,,
10458,ko-yu5,ko-yû,過有,,,,
10459,ko,ko,過,,,,
10460,ko-hi,ko-hi,告去,,,,
10461,ko-loi3,ko-lòi,告來,,,,
10462,ko-ngin3,ko-ngìn,過人,,,,
10463,ko,ko,告,,,,
10464,koa-hi2,koa-hí,掛起,,,,
10465,koa-ho2,koa-hó,掛好,,,,
10466,koa-ko,koa-ko,掛過,,,,
10467,koa-li,koa-li,掛慮,,,,
10468,koa-man5,koa-mân,掛滿,,,,
10469,koa-song,koa-song,掛上,,,,
10470,koa-ten2,koa-tén,掛著,,,,
10471,koa-tiau,koa-tiau,掛吊,,,,
10472,koa,koa,掛,,,,
10473,koai-koai,koai-koai,怪怪,,,,
10474,koai-sii,koai-sṳ,怪事,,,,
10475,koai-sang5,koai-sâng,怪聲,,,,
10476,koai-vut8,koai-vu̍t,怪物,,,,
10477,koai-yen,koai-yen,怪怨,,,,
10478,koai,koai,怪,,,,
10479,koan-li,koan-li,慣例,,,,
10480,koan-se,koan-se,慣勢,,,,
10481,koan,koan,慣,,,,
10482,koat-chhiang,koat-chhiang,刮淨,,,,
10483,koat-fu3,koat-fù,括弧,,,,
10484,koat-hi2,koat-hí,刮起,,,,
10485,koat-thet,koat-thet,刮掉,,,,
