ID,FHL_DICT_Numeric,PFS_Numeric,PFS_Unicode,Hakfa_IPA,Hanzi,Tai-gi,Hakfa-exp,Hua-gi,Eng-gi
326,hi5-pak-loi3-chhuk8,hi1-pak6-loi2-chhuk5,hî-pak-lòi-chhu̍k,[hi˨˦] [pak̚˨] [loi˩˩] [tsʰuk̚˥],希伯來族,,,,
327,hi5-pak-loi3-fa,hi1-pak6-loi2-fa4,hî-pak-lòi-fa,[hi˨˦] [pak̚˨] [loi˩˩] [fa˥˥],希伯來話,,,,
328,hi5-pak-loi3-ngin3,hi1-pak6-loi2-ngin2,hî-pak-lòi-ngìn,[hi˨˦] [pak̚˨] [loi˩˩] [ɲin˩˩],希伯來人,,,,
329,hi5-pak-loi3-vun3,hi1-pak6-loi2-vun2,hî-pak-lòi-vùn,[hi˨˦] [pak̚˨] [loi˩˩] [ʋun˩˩],希伯來文,,,,
330,hi5-pak-loi3,hi1-pak6-loi2,hî-pak-lòi,[hi˨˦] [pak̚˨] [loi˩˩],希伯來,,,,
331,hi5-pak-lun3,hi1-pak6-lun2,hî-pak-lùn,[hi˨˦] [pak̚˨] [lun˩˩],希伯倫,,,,
332,hi5-pak-lun3-sang3,hi1-pak6-lun2-sang2,hî-pak-lùn-sàng,[hi˨˦] [pak̚˨] [lun˩˩] [saŋ˩˩],希伯崙城,,,,
333,hi5-pak-lun3-vong3,hi1-pak6-lun2-vong2,hî-pak-lùn-vòng,[hi˨˦] [pak̚˨] [lun˩˩] [ʋoŋ˩˩],希伯崙王,,,,
334,hi5-pak-lun3,hi1-pak6-lun2,hî-pak-lùn,[hi˨˦] [pak̚˨] [lun˩˩],希伯崙,,,,
335,hi5-pak,hi1-pak6,hî-pak,[hi˨˦] [pak̚˨],希百,,,,
336,hi5-pak-ka5,hi1-pak6-ka1,hî-pak-kâ,[hi˨˦] [pak̚˨] [ka˨˦],希百家,,,,
337,hi5-pak,hi1-pak6,hî-pak,[hi˨˦] [pak̚˨],希伯,,,,
338,hi5-phet8,hi1-phet5,hî-phe̍t,[hi˨˦] [pʰet̚˥],希別,,,,
339,hi5-siit8-pun2-ngin3,hi1-siit5-pun3-ngin2,hî-sṳ̍t-pún-ngìn,[hi˨˦] [sɨt̚˥] [pun˧˩] [ɲin˩˩],希實本人,,,,
340,hi5-siit8-pun2-sang3,hi1-siit5-pun3-sang2,hî-sṳ̍t-pún-sàng,[hi˨˦] [sɨt̚˥] [pun˧˩] [saŋ˩˩],希實本城,,,,
341,hi5-siit8-pun2-vong3,hi1-siit5-pun3-vong2,hî-sṳ̍t-pún-vòng,[hi˨˦] [sɨt̚˥] [pun˧˩] [ʋoŋ˩˩],希實本王,,,,
342,hi5-siit8-pun2,hi1-siit5-pun3,hî-sṳ̍t-pún,[hi˨˦] [sɨt̚˥] [pun˧˩],希實本,,,,
343,hi5-sit,hi1-sit6,hî-sit,[hi˨˦] [ɕit̚˨],希悉,,,,
344,hi5-si5-ka5-vong3,hi1-si1-ka1-vong2,hî-sî-kâ-vòng,[hi˨˦] [ɕi˨˦] [ka˨˦] [ʋoŋ˩˩],希西家王,,,,
345,hi5-si5-ka5,hi1-si1-ka1,hî-sî-kâ,[hi˨˦] [ɕi˨˦] [ka˨˦],希西家,,,,
346,hi5-si5-ki5,hi1-si1-ki1,hî-sî-kî,[hi˨˦] [ɕi˨˦] [ki˨˦],希西基,,,,
347,hi5-sii5-loi3,hi1-sii1-loi2,hî-sṳ̂-lòi,[hi˨˦] [sɨ˨˦] [loi˩˩],希斯萊人,,,,
348,hi5-sii5-lo3,hi1-sii1-lo2,hî-sṳ̂-lò,[hi˨˦] [sɨ˨˦] [lo˩˩],希斯羅,,,,
349,hi5-sii5-lun3,hi1-sii1-lun2,hî-sṳ̂-lùn,[hi˨˦] [sɨ˨˦] [lun˩˩],希斯崙,,,,
350,hi5-sun3,hi1-sun2,hî-sùn,[hi˨˦] [sun˩˩],希旬,,,,
351,hi5-ti2-ka5,hi1-ti3-ka1,hî-tí-kâ,[hi˨˦] [ti˧˩] [ka˨˦],希底家,,,,
352,hi5-thit8-lun3,hi1-thit5-lun2,hî-thi̍t-lùn,[hi˨˦] [tʰit̚˥] [lun˩˩],希特倫,,,,
353,hi5-thai,hi1-thai4,hî-thai,[hi˨˦] [tʰai˥˥],希太,,,,
354,hi5-vi-ngin3,hi1-vi4-ngin2,hî-vi-ngìn,[hi˨˦] [ʋi˥˥] [ɲin˩˩],希未人,,,,
355,hi5-vi,hi1-vi4,hî-vi,[hi˨˦] [ʋi˥˥],希未,,,,
356,hi5-yi5-let8,hi1-yi1-let5,hî-yî-le̍t,[hi˨˦] [yi˨˦] [let̚˥],希伊勒,,,,
357,ham3,ham2,hàm,[ham˩˩],含,,,,
358,ho3-fut-ni3,ho2-fut6-ni2,hò-fut-nì,[ho˩˩] [fut̚˨] [ni˩˩],何弗尼,,,,
359,ho3-hi5-a5,ho2-hi1-a1,hò-hî-â,[ho˩˩] [hi˨˦] [a˨˦],何希阿,,,,
360,ho3-ham3,ho2-ham2,hò-hàm,[ho˩˩] [ham˩˩],何咸,,,,
361,ho3-liet8-san5,ho2-liet5-san1,hò-lie̍t-sân,[ho˩˩] [liet̚˥] [san˨˦],何烈山,,,,
362,ho3-liet8,ho2-liet5,hò-lie̍t,[ho˩˩] [liet̚˥],何烈,,,,
363,ho3-li-ngin3,ho2-li4-ngin2,hò-li-ngìn,[ho˩˩] [li˥˥] [ɲin˩˩],何利人,,,,
364,ho3-li,ho2-li4,hò-li,[ho˩˩] [li˥˥],何利,,,,
365,ho3-lan3,ho2-lan2,hò-làn,[ho˩˩] [lan˩˩],何蘭,,,,
366,ho3-lo3-ngiam-ngin3,ho2-lo2-ngiam4-ngin2,hò-lò-ngiam-ngìn,[ho˩˩] [lo˩˩] [ɲiam˥˥] [ɲin˩˩],何羅念人,,,,
367,ho3-lo3-ngiam,ho2-lo2-ngiam4,hò-lò-ngiam,[ho˩˩] [lo˩˩] [ɲiam˥˥],何羅念,,,,
368,ho3-lun3,ho2-lun2,hò-lùn,[ho˩˩] [lun˩˩],何倫,,,,
369,ho3-lun3,ho2-lun2,hò-lùn,[ho˩˩] [lun˩˩],何崙,,,,
370,ho3-ngi2-ma5,ho2-ngi3-ma1,hò-ngí-mâ,[ho˩˩] [ɲi˧˩] [ma˨˦],何珥瑪,,,,
371,ho3-ngi2-san5,ho2-ngi3-san1,hò-ngí-sân,[ho˩˩] [ɲi˧˩] [san˨˦],何珥山,,,,
372,ho3-ngi2,ho2-ngi3,hò-ngí,[ho˩˩] [ɲi˧˩],何珥,,,,
373,ho3-pa5,ho2-pa1,hò-pâ,[ho˩˩] [pa˨˦],何巴,,,,
374,ho3-sat,ho2-sat6,hò-sat,[ho˩˩] [sat̚˨],何薩,,,,
375,ho3-se-a5-vong3,ho2-se4-a1-vong2,hò-se-â-vòng,[ho˩˩] [se˥˥] [a˨˦] [ʋoŋ˩˩],何細亞王,,,,
376,ho3-se-a5,ho2-se4-a1,hò-se-â,[ho˩˩] [se˥˥] [a˨˦],何細亞,,,,
377,ho3-sa5-ma5,ho2-sa1-ma1,hò-sâ-mâ,[ho˩˩] [sa˨˦] [ma˨˦],何沙瑪,,,,
378,ho3-sa5-nga5,ho2-sa1-nga1,hò-sâ-ngâ,[ho˩˩] [sa˨˦] [ŋa˨˦],何沙雅,,,,
379,ho3-si5-a5,ho2-si1-a1,hò-sî-â,[ho˩˩] [ɕi˨˦] [a˨˦],何西亞,,,,
380,ho3-si5-sen2,ho2-si1-sen3,hò-sî-sén,[ho˩˩] [ɕi˨˦] [sen˧˩],河西省,,,,
381,ho3-tet,ho2-tet6,hò-tet,[ho˩˩] [tet̚˨],河得,,,,
382,ho3-than2,ho2-than3,hò-thán,[ho˩˩] [tʰan˧˩],何坦,,,,
383,ho3-that8-vi5-nga5,ho2-that5-vi1-nga1,hò-tha̍t-vî-ngâ,[ho˩˩] [tʰat̚˥] [ʋi˨˦] [ŋa˨˦],何達威雅,,,,
384,ho3-thai-nga5,ho2-thai4-nga1,hò-thai-ngâ,[ho˩˩] [tʰai˥˥] [ŋa˨˦],何大雅,,,,
385,ho3-thi-nga5,ho2-thi4-nga1,hò-thi-ngâ,[ho˩˩] [tʰi˥˥] [ŋa˨˦],荷第雅,,,,
386,ho3-thi3,ho2-thi2,hò-thì,[ho˩˩] [tʰi˩˩],何提,,,,
387,kam2-lam2-san5,kam3-lam3-san1,kám-lám-sân,[kam˧˩] [lam˧˩] [san˨˦],橄欖山,,,,
388,ku2-li-nai-ngin3,ku3-li4-nai4-ngin2,kú-li-nai-ngìn,[ku˧˩] [li˥˥] [nai˥˥] [ɲin˩˩],古利奈人,,,,
389,ku2-li-nai,ku3-li4-nai4,kú-li-nai,[ku˧˩] [li˥˥] [nai˥˥],古利奈,,,,
390,ku2-mun3,ku3-mun2,kú-mùn,[ku˧˩] [mun˩˩],古門,,,,
391,ku2-ni3,ku3-ni2,kú-nì,[ku˧˩] [ni˩˩],古尼,,,,
392,ku2-siit8-ngin3,ku3-siit5-ngin2,kú-sṳ̍t-ngìn,[ku˧˩] [sɨt̚˥] [ɲin˩˩],古實人,,,,
393,ku2-siit8-vong3,ku3-siit5-vong2,kú-sṳ̍t-vòng,[ku˧˩] [sɨt̚˥] [ʋoŋ˩˩],古實王,,,,
394,ku2-siit8,ku3-siit5,kú-sṳ̍t,[ku˧˩] [sɨt̚˥],古實,,,,
395,ku2-sii,ku3-sii4,kú-sṳ,[ku˧˩] [sɨ˥˥],古示,,,,
396,ku2-sa5-nga5,ku3-sa1-nga1,kú-sâ-ngâ,[ku˧˩] [sa˨˦] [ŋa˨˦],古沙雅,,,,
397,ku2-san5-li-sat-thien3-vong3,ku3-san1-li4-sat6-thien2-vong2,kú-sân-li-sat-thièn-vòng,[ku˧˩] [san˨˦] [li˥˥] [sat̚˨] [tʰien˩˩] [ʋoŋ˩˩],古珊．利薩田王,,,,
398,ku2-san5-li-sat-thien3,ku3-san1-li4-sat6-thien2,kú-sân-li-sat-thièn,[ku˧˩] [san˨˦] [li˥˥] [sat̚˨] [tʰien˩˩],古珊．利薩田,,,,
399,ku2-san5-ngin3,ku3-san1-ngin2,kú-sân-ngìn,[ku˧˩] [san˨˦] [ɲin˩˩],古珊人,,,,
400,ku2-tha5-ngin3,ku3-tha1-ngin2,kú-thâ-ngìn,[ku˧˩] [tʰa˨˦] [ɲin˩˩],古他人,,,,
401,ku2-tha5,ku3-tha1,kú-thâ,[ku˧˩] [tʰa˨˦],古他,,,,
402,kap-kok,kap6-kok6,kap-kok,[kap̚˨] [kok̚˨],甲各,,,,
403,kap-ka5,kap6-ka1,kap-kâ,[kap̚˨] [ka˨˦],甲加,,,,
404,kap-ka5,kap6-ka1,kap-kâ,[kap̚˨] [ka˨˦],甲迦,,,,
405,kap-met8,kap6-met5,kap-me̍t,[kap̚˨] [met̚˥],甲篾,,,,
406,kap-mo5-ni3-ngin3,kap6-mo1-ni2-ngin2,kap-mô-nì-ngìn,[kap̚˨] [mo˨˦] [ni˩˩] [ɲin˩˩],甲摩尼人,,,,
407,kap-mo5-ni3,kap6-mo1-ni2,kap-mô-nì,[kap̚˨] [mo˨˦] [ni˩˩],甲摩尼,,,,
408,kap-ni3-sang3,kap6-ni2-sang2,kap-nì-sàng,[kap̚˨] [ni˩˩] [saŋ˩˩],甲尼城,,,,
409,kap-siet,kap6-siet6,kap-siet,[kap̚˨] [ɕiet̚˨],甲薛,,,,
410,kap-siet-ngin3,kap6-siet6-ngin2,kap-siet-ngìn,[kap̚˨] [ɕiet̚˨] [ɲin˩˩],甲薛人,,,,
411,kap-sii-na5,kap6-sii4-na1,kap-sṳ-nâ,[kap̚˨] [sɨ˥˥] [na˨˦],甲示拿,,,,
412,khai2-sat-li-a5-fi5-lip8-pi2,khai3-sat6-li4-a1-fi1-lip5-pi3,khái-sat-li-â-fî-li̍p-pí,[kʰai˧˩] [sat̚˨] [li˥˥] [a˨˦] [fi˨˦] [lip̚˥] [pi˧˩],該撒利亞腓立比,,,,
413,khai2-sat-li-a5,khai3-sat6-li4-a1,khái-sat-li-â,[kʰai˧˩] [sat̚˨] [li˥˥] [a˨˦],凱撒利亞,,,,
414,kho2-li,kho3-li4,khó-li,[kʰo˧˩] [li˥˥],可利,,,,
415,kho2-la5-chhuk8,kho3-la1-chhuk5,khó-lâ-chhu̍k,[kʰo˧˩] [la˨˦] [tsʰuk̚˥],可拉族,,,,
416,kho2-la5,kho3-la1,khó-lâ,[kʰo˧˩] [la˨˦],可拉,,,,
417,khu2-hoi2,khu3-hoi3,khú-hói,[kʰu˧˩] [hoi˧˩],苦海,,,,
418,khu2-sat,khu3-sat6,khú-sat,[kʰu˧˩] [sat̚˨],苦撒,,,,
419,khip8-lun3-hai5,khip5-lun2-hai1,khi̍p-lùn-hâi,[kʰip̚˥] [lun˩˩] [hai˨˦],汲淪溪,,,,
420,khip8-lun3-kuk,khip5-lun2-kuk6,khi̍p-lùn-kuk,[kʰip̚˥] [lun˩˩] [kuk̚˨],汲淪谷,,,,
421,khip8-lun3,khip5-lun2,khi̍p-lùn,[kʰip̚˥] [lun˩˩],汲淪,,,,
422,khiet-li5-thit8-ngin3,khiet6-li1-thit5-ngin2,khiet-lî-thi̍t-ngìn,[kʰiet̚˨] [li˨˦] [tʰit̚˥] [ɲin˩˩],克里特人,,,,
423,khiet-li5-thit8-to2,khiet6-li1-thit5-to3,khiet-lî-thi̍t-tó,[kʰiet̚˨] [li˨˦] [tʰit̚˥] [to˧˩],克里特島,,,,
424,khiet-li5-thit8,khiet6-li1-thit5,khiet-lî-thi̍t,[kʰiet̚˨] [li˨˦] [tʰit̚˥],克里特,,,,
425,khiet-lo3-thit8-nga5,khiet6-lo2-thit5-nga1,khiet-lò-thi̍t-ngâ,[kʰiet̚˨] [lo˩˩] [tʰit̚˥] [ŋa˨˦],克勞狄雅,,,,
426,khiet-lo3-thi-li5-si5-a5,khiet6-lo2-thi4-li1-si1-a1,khiet-lò-thi-lî-sî-â,[kʰiet̚˨] [lo˩˩] [tʰi˥˥] [li˨˦] [ɕi˨˦] [a˨˦],克勞第呂西亞,,,,
427,khiet-lo3-thi,khiet6-lo2-thi4,khiet-lò-thi,[kʰiet̚˨] [lo˩˩] [tʰi˥˥],克勞第,,,,
428,khiet-si5-ma5-ni3-yen3,khiet6-si1-ma1-ni2-yen2,khiet-sî-mâ-nì-yèn,[kʰiet̚˨] [ɕi˨˦] [ma˨˦] [ni˩˩] [yen˩˩],克西馬尼園,,,,
429,khiet-si5-ma5-ni3,khiet6-si1-ma1-ni2,khiet-sî-mâ-nì,[kʰiet̚˨] [ɕi˨˦] [ma˨˦] [ni˩˩],客尼馬尼,,,,
430,khiu-li,khiu4-li4,khiu-li,[kʰiu˥˥] [li˥˥],臼利,,,,
431,khiun-tun,khiun4-tun4,khiun-tun,[kʰiun˥˥] [tun˥˥],近頓,,,,
432,khiun-tung5,khiun4-tung1,khiun-tûng,[kʰiun˥˥] [tuŋ˨˦],近東,,,,
433,khiun5-tun-chhuk8,khiun1-tun4-chhuk5,khiûn-tun-chhu̍k,[kʰiun˨˦] [tun˥˥] [tsʰuk̚˥],近頓族,,,,
434,khiun5-tun,khiun1-tun4,khiûn-tun,[kʰiun˨˦] [tun˥˥],近頓,,,,
435,kiun2-so2,kiun3-so3,kiún-só,[kiun˧˩] [so˧˩],瑾鎖,,,,
436,kiet-ka5-sat-ngin3,kiet6-ka1-sat6-ngin2,kiet-kâ-sat-ngìn,[kiet̚˨] [ka˨˦] [sat̚˨] [ɲin˩˩],革迦撒人,,,,
437,kiet-ka5-sat,kiet6-ka1-sat6,kiet-kâ-sat,[kiet̚˨] [ka˨˦] [sat̚˨],革迦撒,,,,
438,kiet-let8-sii,kiet6-let5-sii4,kiet-le̍t-sṳ,[kiet̚˨] [let̚˥] [sɨ˥˥],革勒士,,,,
439,kiet-li-mien5,kiet6-li4-mien1,kiet-li-miên,[kiet̚˨] [li˥˥] [mien˨˦],革利免,,,,
440,kiet-liu3-pa5,kiet6-liu2-pa1,kiet-liù-pâ,[kiet̚˨] [liu˩˩] [pa˨˦],革流巴,,,,
441,kiet-la5-sem5-ngin3,kiet6-la1-sem1-ngin2,kiet-lâ-sêm-ngìn,[kiet̚˨] [la˨˦] [sem˨˦] [ɲin˩˩],革拉森人,,,,
442,kiet-la5-sem5,kiet6-la1-sem1,kiet-lâ-sêm,[kiet̚˨] [la˨˦] [sem˨˦],格拉森,,,,
443,kiet-lo3-pha,kiet6-lo2-pha4,kiet-lò-pha,[kiet̚˨] [lo˩˩] [pʰa˥˥],革羅罷,,,,
444,kiet-loi3,kiet6-loi2,kiet-lòi,[kiet̚˨] [loi˩˩],革來,,,,
445,kiet-ni3-sat-let8,kiet6-ni2-sat6-let5,kiet-nì-sat-le̍t,[kiet̚˨] [ni˩˩] [sat̚˨] [let̚˥],革尼撒勒,,,,
446,kiet-ni3-thu2,kiet6-ni2-thu3,kiet-nì-thú,[kiet̚˨] [ni˩˩] [tʰu˧˩],革尼土,,,,
447,kiet-sun,kiet6-sun4,kiet-sun,[kiet̚˨] [sun˥˥],革順,,,,
448,kiet-sun-chhuk8,kiet6-sun4-chhuk5,kiet-sun-chhu̍k,[kiet̚˨] [sun˥˥] [tsʰuk̚˥],革順族,,,,
449,kiet-sun,kiet6-sun4,kiet-sun,[kiet̚˨] [sun˥˥],革舜,,,,
450,kit-kap,kit6-kap6,kit-kap,[kit̚˨] [kap̚˨],吉甲,,,,
451,kit-ngi2-hap8-liet8-sat-ngin3,kit6-ngi3-hap5-liet5-sat6-ngin2,kit-ngí-ha̍p-lie̍t-sat-ngìn,[kit̚˨] [ɲi˧˩] [hap̚˥] [liet̚˥] [sat̚˨] [ɲin˩˩],吉珥．哈列設人,,,,
452,kit-ngi2-hap8-liet8-sat-sang3,kit6-ngi3-hap5-liet5-sat6-sang2,kit-ngí-ha̍p-lie̍t-sat-sàng,[kit̚˨] [ɲi˧˩] [hap̚˥] [liet̚˥] [sat̚˨] [saŋ˩˩],吉珥．哈列設城,,,,
453,kit-ngi2-hap8-liet8-sat,kit6-ngi3-hap5-liet5-sat6,kit-ngí-ha̍p-lie̍t-sat,[kit̚˨] [ɲi˧˩] [hap̚˥] [liet̚˥] [sat̚˨],吉珥．哈列設,,,,
454,kit-ngi2,kit6-ngi3,kit-ngí,[kit̚˨] [ɲi˧˩],吉珥,,,,
455,kit-pa-ngi2,kit6-pa4-ngi3,kit-pa-ngí,[kit̚˨] [pa˥˥] [ɲi˧˩],吉罷珥,,,,
456,kit-sii5-liuk8-tha5-phok,kit6-sii1-liuk5-tha1-phok6,kit-sṳ̂-liu̍k-thâ-phok,[kit̚˨] [sɨ˨˦] [liuk̚˥] [tʰa˨˦] [pʰok̚˨],吉斯綠．他泊,,,,
457,kit-tet,kit6-tet6,kit-tet,[kit̚˨] [tet̚˨],吉德,,,,
458,kien5-kiet-li5,kien1-kiet6-li1,kiên-kiet-lî,[kien˨˦] [kiet̚˨] [li˨˦],堅革哩,,,,
459,kiun5,kiun1,kiûn,[kiun˨˦],均,,,,
460,koat-thu2,koat6-thu3,koat-thú,[koat̚˨] [tʰu˧˩],括土,,,,
461,kok-ho3-si5,kok6-ho2-si1,kok-hò-sî,[kok̚˨] [ho˩˩] [ɕi˨˦],各荷西,,,,
462,kok-kok-tha5,kok6-kok6-tha1,kok-kok-thâ,[kok̚˨] [kok̚˨] [tʰa˨˦],各各他,,,,
463,kok-mun3,kok6-mun2,kok-mùn,[kok̚˨] [mun˩˩],角門,,,,
464,kot-li5-san5,kot6-li1-san1,kot-lî-sân,[kot̚˨] [li˨˦] [san˨˦],割禮山,,,,
465,ku-phu2,ku4-phu3,ku-phú,[ku˥˥] [pʰu˧˩],故普,,,,
466,kuk-ho3-si5,kuk6-ho2-si1,kuk-hò-sî,[kuk̚˨] [ho˩˩] [ɕi˨˦],谷何西,,,,
467,kuk-ko5-thai,kuk6-ko1-thai4,kuk-kô-thai,[kuk̚˨] [ko˨˦] [tʰai˥˥],谷歌大,,,,
468,kuk-mun3,kuk6-mun2,kuk-mùn,[kuk̚˨] [mun˩˩],谷門,,,,
469,ka5-chhia,ka1-chhia4,kâ-chhia,[ka˨˦] [tɕʰia˥˥],迦謝,,,,
470,ka5-fi5-thok-ngin3,ka1-fi1-thok6-ngin2,kâ-fî-thok-ngìn,[ka˨˦] [fi˨˦] [tʰok̚˨] [ɲin˩˩],迦斐託人,,,,
471,ka5-fi5-thok,ka1-fi1-thok6,kâ-fî-thok,[ka˨˦] [fi˨˦] [tʰok̚˨],迦斐託,,,,
472,ka5-fi5-thot-to2,ka1-fi1-thot6-to3,kâ-fî-thot-tó,[ka˨˦] [fi˨˦] [tʰot̚˨] [to˧˩],迦斐託島,,,,
473,ka5-hap8,ka1-hap5,kâ-ha̍p,[ka˨˦] [hap̚˥],迦哈,,,,
474,ka5-ham3,ka1-ham2,kâ-hàm,[ka˨˦] [ham˩˩],迦含,,,,
475,ka5-khiok,ka1-khiok6,kâ-khiok,[ka˨˦] [kʰiok̚˨],迦卸,,,,
476,ka5-kok,ka1-kok6,kâ-kok,[ka˨˦] [kok̚˨],加各,,,,
477,ka5-ki5-mi2-sii5,ka1-ki1-mi3-sii1,kâ-kî-mí-sṳ̂,[ka˨˦] [ki˨˦] [mi˧˩] [sɨ˨˦],迦基米施,,,,
478,ka5-let8-no3,ka1-let5-no2,kâ-le̍t-nò,[ka˨˦] [let̚˥] [no˩˩],迦勒挪,,,,
479,ka5-let8-ti2-koet,ka1-let5-ti3-koet6,kâ-le̍t-tí-koet,[ka˨˦] [let̚˥] [ti˧˩] [koet̚˨],迦勒底國,,,,
480,ka5-let8-ti2-ngin3,ka1-let5-ti3-ngin2,kâ-le̍t-tí-ngìn,[ka˨˦] [let̚˥] [ti˧˩] [ɲin˩˩],迦勒底人,,,,
481,ka5-let8-ti2,ka1-let5-ti3,kâ-le̍t-tí,[ka˨˦] [let̚˥] [ti˧˩],迦勒底,,,,
482,ka5-let8-chhuk8,ka1-let5-chhuk5,kâ-le̍t-chhu̍k,[ka˨˦] [let̚˥] [tsʰuk̚˥],迦勒族,,,,
483,ka5-let8,ka1-let5,kâ-le̍t,[ka˨˦] [let̚˥],迦勒,,,,
484,ka5-lip8-san5,ka1-lip5-san1,kâ-li̍p-sân,[ka˨˦] [lip̚˥] [san˨˦],迦立山,,,,
485,ka5-lip8,ka1-lip5,kâ-li̍p,[ka˨˦] [lip̚˥],迦立,,,,
486,ka5-liok8-hi5-sii5-lun3,ka1-liok5-hi1-sii1-lun2,kâ-lio̍k-hî-sṳ̂-lùn,[ka˨˦] [liok̚˥] [hi˨˦] [sɨ˨˦] [lun˩˩],加略．希斯崙,,,,
487,ka5-liok8-ngin3,ka1-liok5-ngin2,kâ-lio̍k-ngìn,[ka˨˦] [liok̚˥] [ɲin˩˩],加略人,,,,
488,ka5-liok8,ka1-liok5,kâ-lio̍k,[ka˨˦] [liok̚˥],加略,,,,
489,ka5-li-li-fu3,ka1-li4-li4-fu2,kâ-li-li-fù,[ka˨˦] [li˥˥] [li˥˥] [fu˩˩],加利利湖,,,,
490,ka5-li-li-ngin3,ka1-li4-li4-ngin2,kâ-li-li-ngìn,[ka˨˦] [li˥˥] [li˥˥] [ɲin˩˩],加利利人,,,,
491,ka5-li-li-sen2,ka1-li4-li4-sen3,kâ-li-li-sén,[ka˨˦] [li˥˥] [li˥˥] [sen˧˩],加利利省,,,,
492,ka5-li-li,ka1-li4-li4,kâ-li-li,[ka˨˦] [li˥˥] [li˥˥],加利利,,,,
493,ka5-li-a5,ka1-li4-a1,kâ-li-â,[ka˨˦] [li˥˥] [a˨˦],加利亞,,,,
494,ka5-liu3,ka1-liu2,kâ-liù,[ka˨˦] [liu˩˩],迦流,,,,
495,ka5-lui-tet,ka1-lui4-tet6,kâ-lui-tet,[ka˨˦] [lui˥˥] [tet̚˨],迦累得,,,,
496,ka5-la5-thai-ngin3,ka1-la1-thai4-ngin2,kâ-lâ-thai-ngìn,[ka˨˦] [la˨˦] [tʰai˥˥] [ɲin˩˩],加拉太人,,,,
497,ka5-la5-thai-sen2,ka1-la1-thai4-sen3,kâ-lâ-thai-sén,[ka˨˦] [la˨˦] [tʰai˥˥] [sen˧˩],加拉太省,,,,
498,ka5-la5-thai,ka1-la1-thai4,kâ-lâ-thai,[ka˨˦] [la˨˦] [tʰai˥˥],加拉太,,,,
499,ka5-la5-sang3,ka1-la1-sang2,kâ-lâ-sàng,[ka˨˦] [la˨˦] [saŋ˩˩],迦拉城,,,,
500,ka5-la5,ka1-la1,kâ-lâ,[ka˨˦] [la˨˦],迦拉,,,,
501,ka5-lim3-ngin3,ka1-lim2-ngin2,kâ-lìm-ngìn,[ka˨˦] [lim˩˩] [ɲin˩˩],迦琳人,,,,
502,ka5-loi3,ka1-loi2,kâ-lòi,[ka˨˦] [loi˩˩],加萊,,,,
503,ka5-mi2,ka1-mi3,kâ-mí,[ka˨˦] [mi˧˩],迦米,,,,
504,ka5-mat8,ka1-mat5,kâ-ma̍t,[ka˨˦] [mat̚˥],迦末,,,,
505,ka5-met8-ngin3,ka1-met5-ngin2,kâ-me̍t-ngìn,[ka˨˦] [met̚˥] [ɲin˩˩],迦密人,,,,
506,ka5-met8-san5,ka1-met5-san1,kâ-me̍t-sân,[ka˨˦] [met̚˥] [san˨˦],迦密山,,,,
507,ka5-met8-sang3,ka1-met5-sang2,kâ-me̍t-sàng,[ka˨˦] [met̚˥] [saŋ˩˩],迦密城,,,,
508,ka5-met8,ka1-met5,kâ-me̍t,[ka˨˦] [met̚˥],迦密,,,,
509,ka5-ma5-liet8,ka1-ma1-liet5,kâ-mâ-lie̍t,[ka˨˦] [ma˨˦] [liet̚˥],迦瑪列,,,,
510,ka5-ma5-ti2,ka1-ma1-ti3,kâ-mâ-tí,[ka˨˦] [ma˨˦] [ti˧˩],迦瑪底人,,,,
511,ka5-mun3,ka1-mun2,kâ-mùn,[ka˨˦] [mun˩˩],加們,,,,
512,ka5-ngi2-than2,ka1-ngi3-than3,kâ-ngí-thán,[ka˨˦] [ɲi˧˩] [tʰan˧˩],加珥坦,,,,
513,ka5-ngi2-tha5,ka1-ngi3-tha1,kâ-ngí-thâ,[ka˨˦] [ɲi˧˩] [tʰa˨˦],加珥他,,,,
514,ka5-na5-thai,ka1-na1-thai4,kâ-nâ-thai,[ka˨˦] [na˨˦] [tʰai˥˥],加拿大,,,,
515,ka5-na5-ho3,ka1-na1-ho2,kâ-nâ-hò,[ka˨˦] [na˨˦] [ho˩˩],加拿河,,,,
516,ka5-na5-ngin3,ka1-na1-ngin2,kâ-nâ-ngìn,[ka˨˦] [na˨˦] [ɲin˩˩],迦拿人,,,,
517,ka5-na5-sang3,ka1-na1-sang2,kâ-nâ-sàng,[ka˨˦] [na˨˦] [saŋ˩˩],迦拿城,,,,
518,ka5-na5,ka1-na1,kâ-nâ,[ka˨˦] [na˨˦],迦拿,,,,
519,ka5-nam3-ngin3,ka1-nam2-ngin2,kâ-nàm-ngìn,[ka˨˦] [nam˩˩] [ɲin˩˩],迦南人,,,,
520,ka5-nam3-thi,ka1-nam2-thi4,kâ-nàm-thi,[ka˨˦] [nam˩˩] [tʰi˥˥],迦南地,,,,
521,ka5-nam3-vong3,ka1-nam2-vong2,kâ-nàm-vòng,[ka˨˦] [nam˩˩] [ʋoŋ˩˩],迦南王,,,,
522,ka5-nam3,ka1-nam2,kâ-nàm,[ka˨˦] [nam˩˩],迦南,,,,
523,ka5-nen3,ka1-nen2,kâ-nèn,[ka˨˦] [nen˩˩],加寧,,,,
524,ka5-o,ka1-o4,kâ-o,[ka˨˦] [o˥˥],佳澳,,,,
